Ensembl	Name	AltNames	Biotype	GeneLength	SumExonLength	Chr
FBgn0002284	Prosbeta6	Pros26-RA,Pros26	protein_coding	1019	944	3L
FBgn0002306	sas	sas-RA	protein_coding	20895	6236	3R
FBgn0002354	l(3)87Df	l(3)87Df-RA	protein_coding	686	551	3R
FBgn0002413	dco	dco-RC	protein_coding	7126	4783	3R
FBgn0002431	hyd	hyd-RA	protein_coding	10993	9083	3R
FBgn0002440	l(3)mbn	l(3)mbn-RC	protein_coding	4874	2321	3L
FBgn0002441	l(3)mbt	l(3)mbt-RB	protein_coding	6948	5398	3R
FBgn0002466	sti	sti-RA	protein_coding	6818	6084	3L
FBgn0002521	pho	pho-RA	protein_coding	9160	2381	4
FBgn0002522	lab	lab-RA	protein_coding	17164	3046	3R
FBgn0002524	lace	lace-RA	protein_coding	5892	2991	2L
FBgn0002525	Lam	Lam-RA	protein_coding	4163	3737	2L
FBgn0002526	LanA	LanA-RA	protein_coding	14192	11690	3L
FBgn0002527	LanB1	LanB1-RA	protein_coding	9335	6268	2L
FBgn0002528	LanB2	LanB2-RA	protein_coding	9067	5762	3L
FBgn0002531	Lcp1	Lcp1-RA	protein_coding	1129	1065	2R
FBgn0002533	Lcp2	Lcp2-RA	protein_coding	989	927	2R
FBgn0002534	Lcp3	Lcp3-RA	protein_coding	786	730	2R
FBgn0002535	Lcp4	Lcp4-RA	protein_coding	849	792	2R
FBgn0002542	lds	lds-RA	protein_coding	4061	3543	3R
FBgn0002543	lea	lea-RA	protein_coding	40368	6206	2L
FBgn0002552	lin	lin-RA	protein_coding	3711	3654	2R
FBgn0002561	l(1)sc	l(1)sc-RA	protein_coding	1097	1097	X
FBgn0002562	Lsp1alpha	Lsp1alpha-RA	protein_coding	2692	2625	X
FBgn0002563	Lsp1beta	Lsp1beta-RA	protein_coding	2817	2749	2L
FBgn0002564	Lsp1gamma	Lsp1gamma-RA	protein_coding	2566	2501	3L
FBgn0002565	Lsp2	Lsp2-RA	protein_coding	2477	2477	3L
FBgn0002566	lt	lt-RA	protein_coding	18341	5368	2L
FBgn0002567	ltd	ltd-RA	protein_coding	8479	4081	2R
FBgn0002569	Mal-A2	LvpD-RA,LvpD	protein_coding	2156	2036	2R
FBgn0002570	Mal-A1	LvpH,LvpH-RA	protein_coding	2241	1826	2R
FBgn0002571	Mal-A3	LvpL,LvpL-RA	protein_coding	1984	1795	2R
FBgn0002573	sens	sens-RA	protein_coding	4898	2451	3L
FBgn0002576	lz	lz-RB	protein_coding	18988	3468	X
FBgn0002577	m	m-RA	protein_coding	15236	3405	X
FBgn0002578	Kaz-m1	m1,m1-RA	protein_coding	1767	1705	3R
FBgn0002579	RpL36	RpL36-RA	protein_coding	1146	686	X
FBgn0002590	RpS5a	RpS5a-RA	protein_coding	4677	1386	X
FBgn0002592	E(spl)m2-BFM	m2-RA,m2	protein_coding	957	957	3R
FBgn0002593	RpLP1	RpLP1-RA	protein_coding	913	768	2L
FBgn0002607	RpL19	RpL19-RB	protein_coding	1671	1361	2R
FBgn0002609	E(spl)m3-HLH	HLHm3,HLHm3-RA	protein_coding	1305	1305	3R
FBgn0002622	RpS3	RpS3-RA	protein_coding	1396	1133	3R
FBgn0002626	RpL32	RpL32-RB	protein_coding	933	796	3R
FBgn0002629	E(spl)m4-BFM	m4,m4-RA	protein_coding	759	759	3R
FBgn0002631	E(spl)m5-HLH	HLHm5-RA,HLHm5	protein_coding	882	882	3R
FBgn0002632	E(spl)m6-BFM	m6,m6-RA	protein_coding	1137	1137	3R
FBgn0002633	E(spl)m7-HLH	HLHm7,HLHm7-RA	protein_coding	982	982	3R
FBgn0002638	Rcc1	Bj1-RB,Bj1	protein_coding	2512	2365	3L
FBgn0002641	mal	mal-RA	protein_coding	3536	3209	X
FBgn0002643	mam	mam-RA	protein_coding	69154	8869	2R
FBgn0002645	Map205	Map205-RB	protein_coding	13163	6046	3R
FBgn0002652	squ	squ-RA	protein_coding	1600	1372	2L
FBgn0002673	twe	twe-RA	protein_coding	2464	2379	2L
FBgn0002707	mei-9	mei-9-RA	protein_coding	4572	3606	X
FBgn0002709	mei-218	mei-218-RD	protein_coding	7012	6316	X
FBgn0002715	mei-S332	mei-S332-RA	protein_coding	2466	1703	2R
FBgn0002716	mei-W68	mei-W68-RA	protein_coding	3354	2300	2R
FBgn0002719	Men	Men-RA	protein_coding	9340	3074	3R
FBgn0002723	Met	Met-RA	protein_coding	5157	5088	X
FBgn0002732	E(spl)malpha-BFM	malpha-RA,malpha	protein_coding	676	676	3R
FBgn0002733	E(spl)mbeta-HLH	HLHmbeta,HLHmbeta-RA	protein_coding	978	978	3R
FBgn0002734	E(spl)mdelta-HLH	HLHmdelta-RA,HLHmdelta	protein_coding	1013	1013	3R
FBgn0002735	E(spl)mgamma-HLH	HLHmgamma-RA,HLHmgamma	protein_coding	911	911	3R
FBgn0002736	mago	mago-RA	protein_coding	1161	1103	2R
FBgn0002772	Mlc1	Mlc1-RA	protein_coding	3100	1414	3R
FBgn0002773	Mlc2	Mlc2-RA	protein_coding	3114	2286	3R
FBgn0002774	mle	mle-RB	protein_coding	5922	4641	2R
FBgn0002775	msl-3	msl-3-RB	protein_coding	2321	1970	3L
FBgn0002777	mnb		protein_coding	24523	6306	X
FBgn0002778	mnd	mnd-RA	protein_coding	6568	2546	3L
FBgn0002780	mod	mod-RA	protein_coding	2915	2287	3R
FBgn0002781	mod(mdg4)	mod(mdg4)-RR	protein_coding	26556	12432	3R
FBgn0002783	mor	mor-RA	protein_coding	4780	3983	3R
FBgn0002787	Rpn8	Mov34,Mov34-RA	protein_coding	4500	1532	2R
FBgn0002789	Mp20	Mp20-RA	protein_coding	2211	948	2R
FBgn0002791	mr	mr-RA	protein_coding	2978	2555	2R
FBgn0002838	ms(3)K81	ms(3)K81-RA	protein_coding	711	711	3R
FBgn0002842	sa	sa-RA	protein_coding	1314	956	3L
FBgn0002855	Acp26Aa	Acp26Aa-RA	protein_coding	1014	958	2L
FBgn0002856	Acp26Ab	Acp26Ab-RA	protein_coding	565	504	2L
FBgn0002862	Mst87F	Mst87F-RA	protein_coding	858	623	3R
FBgn0002863	Acp95EF	Acp95EF-RA	protein_coding	305	243	3R
FBgn0002865	Mst98Ca	Mst98Ca-RA	protein_coding	1319	1319	3R
FBgn0002868	MtnA	MtnA-RA	protein_coding	964	700	3R
FBgn0002869	MtnB	MtnB-RA	protein_coding	645	584	3R
FBgn0002872	mu2	mu2-RA	protein_coding	4742	4117	3L
FBgn0002873	mud	mud-RA	protein_coding	10864	8895	X
FBgn0002878	mus101	mus101-RA	protein_coding	4868	4868	X
FBgn0002887	mus201	mus201-RC	protein_coding	4174	3950	2L
FBgn0002891	mus205	mus205-RA	protein_coding	7420	6750	2R
FBgn0002899	mus301	mus301-RA	protein_coding	4207	3364	3L
FBgn0002901	mus304	mus304-RA	protein_coding	3034	2816	3L
FBgn0002905	mus308	mus308-RA	protein_coding	6777	6420	3R
FBgn0002906	Blm	mus309-RA,mus309	protein_coding	4974	4806	3R
FBgn0002909	mus312	mus312-RD	protein_coding	4340	4022	3L
FBgn0002914	Myb	Myb-RA	protein_coding	2992	2928	X
FBgn0002917	na	na-RD	protein_coding	11050	7875	X
FBgn0002921	Atpalpha	Atpalpha-RD	protein_coding	27526	6680	3R
FBgn0002922	nau	nau-RA	protein_coding	5544	1532	3R
FBgn0002924	ncd	ncd-RA	protein_coding	2838	2720	3R
FBgn0002926	ndl	ndl-RA	protein_coding	9429	8230	3L
FBgn0002930	nec	nec-RA	protein_coding	1765	1633	2R
FBgn0002931	net	net-RB	protein_coding	4967	2225	2L
FBgn0002932	neur	neur-RE	protein_coding	19124	4309	3R
FBgn0002933	ng1	ng1-RA	protein_coding	523	523	X
FBgn0002936	ninaA	ninaA-RA	protein_coding	969	871	2L
FBgn0002937	ninaB	ninaB-RA	protein_coding	2600	2164	3R
FBgn0002938	ninaC	ninaC-RB	protein_coding	6643	5425	2L
FBgn0002939	ninaD	ninaD-RA	protein_coding	1981	1788	2L
FBgn0002940	ninaE	ninaE-RA	protein_coding	1952	1588	3R
FBgn0002941	slou	slou-RA	protein_coding	8522	2670	3R
FBgn0002945	nkd	nkd-RA	protein_coding	41709	5062	3L
FBgn0002948	nod	nod-RA	protein_coding	4979	2449	X
FBgn0002962	nos	nos-RA	protein_coding	2965	2349	3R
FBgn0002968	Nrg	Nrg-RD	protein_coding	37798	9991	X
FBgn0002973	numb	numb-RA	protein_coding	26716	4916	2L
FBgn0002985	odd	odd-RA	protein_coding	2533	2347	2L
FBgn0002989	okr	okr-RA	protein_coding	3166	2878	2L
FBgn0002997	ome		protein_coding	41118	4070	3L
FBgn0003002	opa	opa-RA	protein_coding	17167	2939	3R
FBgn0003008	or	or-RA	protein_coding	1005	823	2R
FBgn0003009	ord	ord-RA	protein_coding	4280	3915	2R
FBgn0003011	ort	ort-RA	protein_coding	3925	2158	3R
FBgn0003013	osa	osa-RD	protein_coding	30520	10701	3R
FBgn0003015	osk	osk-RC	protein_coding	3270	2869	3R
FBgn0003016	osp	osp-RC	protein_coding	90145	6846	2L
FBgn0003022	Ote	Ote-RA	protein_coding	1587	1587	2R
FBgn0003023	otu	otu-RA	protein_coding	4528	3420	X
FBgn0003028	ovo	ovo-RA	protein_coding	22657	7400	X
FBgn0003031	pAbp	pAbp-RC	protein_coding	6158	3878	2R
FBgn0003034	SP	Acp70A-RA,Acp70A	protein_coding	288	223	3L
FBgn0003036	para		protein_coding	63811	7209	X
FBgn0003041	pbl	pbl-RC	protein_coding	15846	5781	3L
FBgn0003042	Pc	Pc-RA	protein_coding	11883	2462	3L
FBgn0003044	Pcl	Pcl-RA	protein_coding	4565	4384	2R
FBgn0003046	Pcp	Pcp-RA	protein_coding	789	718	2L
FBgn0003048	pcx	pcx-RB	protein_coding	12750	12119	X
FBgn0003053	peb	peb-RB	protein_coding	9643	7446	X
FBgn0003057	CG10598	CG10598-RA	protein_coding	1711	1711	X
FBgn0003060	CG9757	CG9757-RA	protein_coding	851	851	3R
FBgn0003062	Fib	Fib-RA	protein_coding	1817	1318	2R
FBgn0003065	CG2150	CG2150-RA	protein_coding	1469	1170	3R
FBgn0003067	Pepck	Pepck-RA	protein_coding	2650	2486	2R
FBgn0003068	per	per-RA	protein_coding	7201	4527	X
FBgn0003071	Pfk	Pfk-RA	protein_coding	7718	4377	2R
FBgn0003074	Pgi	Pgi-RB	protein_coding	3170	2460	2R
FBgn0003075	Pgk		protein_coding	1643	1521	2L
FBgn0003076	Pgm	Pgm-RA	protein_coding	2514	1843	3L
FBgn0003079	phl	phl-RB	protein_coding	48405	4247	X
FBgn0003082	phr	phr-RB	protein_coding	2031	1969	2R
FBgn0003086	Pig1	Pig1-RB	protein_coding	690	690	X
FBgn0003087	pim	pim-RA	protein_coding	1104	978	2L
FBgn0003089	pip	pip-RF	protein_coding	38987	11219	3L
FBgn0003090	pk	pk-RC	protein_coding	72676	6748	2R
FBgn0003091	Pkc53E	Pkc53E-RB	protein_coding	20472	5739	2R
FBgn0003093	Pkc98E	Pkc98E-RB	protein_coding	9993	5772	3R
FBgn0003114	plu	plu-RA	protein_coding	727	616	2R
FBgn0003116	pn	pn-RA	protein_coding	1706	1638	X
FBgn0003117	pnr	pnr-RB	protein_coding	15718	4361	3R
FBgn0003118	pnt	pnt-RC	protein_coding	55937	6119	3R
FBgn0003124	polo	polo-RB	protein_coding	3813	2980	3L
FBgn0003129	Poxm	Poxm-RC	protein_coding	14768	2566	3R
FBgn0003130	Poxn	Poxn-RA	protein_coding	8363	2458	2R
FBgn0003132	Pp1-13C	Pp1-13C-RA	protein_coding	1961	1892	X
FBgn0003134	Pp1alpha-96A	Pp1alpha-96A-RA	protein_coding	4062	3210	3R
FBgn0003137	Ppn	Ppn-RF	protein_coding	19660	9544	3R
FBgn0003138	Ptp61F	Ptp61F-RA	protein_coding	132757	6127	3L
FBgn0003139	PpV	PpV-RA	protein_coding	1851	1675	X
FBgn0003140	PpY-55A	PpY-55A-RA	protein_coding	1175	1175	2R
FBgn0003141	pr	pr-RC	protein_coding	1740	1073	2L
FBgn0003145	prd	prd-RA	protein_coding	2833	2695	2L
FBgn0003149	Prm	Prm-RD	protein_coding	12453	5356	3L
FBgn0003150	Pros29		protein_coding	1217	971	2R
FBgn0003151	Pros35		protein_coding	1163	1037	2L
FBgn0003159	ptr	ptr-RB	protein_coding	21408	5650	X
FBgn0003162	Pu	Pu-RC	protein_coding	7294	2152	2R
FBgn0003165	pum	pum-RE	protein_coding	171340	11798	3R
FBgn0003169	put	put-RA	protein_coding	6674	4013	3R
FBgn0003174	pwn	pwn-RA	protein_coding	18235	5810	2R
FBgn0003175	px	px-RB	protein_coding	67769	10746	2R
FBgn0003177	pyd	pyd-RF	protein_coding	103779	11238	3R
FBgn0003178	PyK	PyK-RA	protein_coding	5231	2336	3R
FBgn0003187	qua	qua-RA	protein_coding	10403	3792	2L
FBgn0003189	r	r-RB	protein_coding	13354	7126	X
FBgn0003193	rad		protein_coding	7931	1433	X
FBgn0003194	rad201		protein_coding	958	900	2R
FBgn0003200	rap	rap-RA	protein_coding	12305	2844	X
FBgn0003204	ras	ras-RA	protein_coding	4596	2866	X
FBgn0003205	Ras85D	Ras85D-RA	protein_coding	2507	1958	3R
FBgn0003206	Ras64B	Ras64B-RA	protein_coding	2323	1620	3L
FBgn0003209	raw	raw-RA	protein_coding	30781	5011	2L
FBgn0003210	rb	rb-RA	protein_coding	4992	4813	X
FBgn0003218	rdgB	rdgB-RE	protein_coding	16737	9281	X
FBgn0003227	rec	rec-RA	protein_coding	9614	4131	3R
FBgn0003231	ref(2)P	ref(2)P-RB	protein_coding	3081	2395	2L
FBgn0003248	Rh2	Rh2-RA	protein_coding	1597	1365	3R
FBgn0003249	Rh3	Rh3-RA	protein_coding	1391	1391	3R
FBgn0003250	Rh4	Rh4-RA	protein_coding	9991	1349	3L
FBgn0003254	rib	rib-RA	protein_coding	11319	4665	2R
FBgn0003255	rk	rk-RF	protein_coding	18506	5386	2L
FBgn0003256	rl	rl-RD	protein_coding	54466	7591	2R
FBgn0003257	r-l	r-l-RA	protein_coding	2763	2039	3R
FBgn0003261	Rm62	Rm62-RB	protein_coding	8154	5386	3R
FBgn0003263	rn		protein_coding	35660	4445	3R
FBgn0003267	ro	ro-RB	protein_coding	4401	1241	3R
FBgn0003268	rod	rod-RA	protein_coding	7294	6479	3R
FBgn0003270	amos	amos-RA	protein_coding	786	786	2L
FBgn0003274	RpLP2	RpLP2-RA	protein_coding	604	604	2R
FBgn0003275	RpII18	RpII18-RA	protein_coding	603	541	3R
FBgn0003276	RpII140	RpII140-RA	protein_coding	4034	3773	3R
FBgn0003277	RpII215	RpII215-RA	protein_coding	7527	6736	X
FBgn0003278	RpI135	RpI135-RA	protein_coding	3685	3564	2L
FBgn0003279	RpL4	RpL4-RA	protein_coding	2068	1400	3R
FBgn0003285	rst	rst-RA	protein_coding	23436	6251	X
FBgn0003292	rt	rt-RA	protein_coding	3649	3268	3L
FBgn0003295	ru	ru-RA	protein_coding	16810	1798	3L
FBgn0003300	run	run-RA	protein_coding	6652	3145	X
FBgn0003301	rut	rut-RA	protein_coding	38596	9618	X
FBgn0003302	rux	rux-RA	protein_coding	2048	1463	X
FBgn0003308	ry	ry-RA	protein_coding	5493	4337	3R
FBgn0003310	S	S-RB	protein_coding	28142	5206	2L
FBgn0003312	sad	sad-RA	protein_coding	2520	1773	3R
FBgn0003313	sala	sala-RA	protein_coding	2243	1697	2L
FBgn0003317	sax	sax-RB	protein_coding	3584	2865	2R
FBgn0003319	Sb	Sb-RA	protein_coding	29124	4180	3R
FBgn0003321	sbr	sbr-RA	protein_coding	14341	3280	X
FBgn0003326	sca	sca-RB	protein_coding	21470	3796	2R
FBgn0003328	scb	scb-RB	protein_coding	9715	5004	2R
FBgn0003330	Sce	Sce-RA	protein_coding	1599	1542	3R
FBgn0003334	Scm	Scm-RA	protein_coding	4253	4069	3R
FBgn0003339	Scr	Scr-RA	protein_coding	26862	4577	3R
FBgn0003345	sd	sd-RI	protein_coding	23313	8766	X
FBgn0003346	RanGAP	RanGap-RA	protein_coding	5359	2401	2L
FBgn0003349	sdt		protein_coding	60906	9697	X
FBgn0003353	sei	sei-RB	protein_coding	5625	3278	2R
FBgn0003356	Jon99Cii	Jon99Cii-RA	protein_coding	862	862	3R
FBgn0003357	Jon99Ciii	Jon99Ciii-RA	protein_coding	1240	1240	3R
FBgn0003358	Jon99Ci	Jon99Ci-RA	protein_coding	964	907	3R
FBgn0003360	sesB	sesB-RA	protein_coding	6066	2006	X
FBgn0003366	sev	sev-RA	protein_coding	14859	8171	X
FBgn0003371	sgg	sgg-RI	protein_coding	45602	12445	X
FBgn0003372	Sgs1	Sgs1-RA	protein_coding	4015	3950	2L
FBgn0003373	Sgs3	Sgs3-RA	protein_coding	1182	1109	3L
FBgn0003374	Sgs4	Sgs4-RB	protein_coding	952	952	X
FBgn0003375	Sgs5	Sgs5-RA	protein_coding	751	636	3R
FBgn0003377	Sgs7	Sgs7-RA	protein_coding	387	321	3L
FBgn0003378	Sgs8	Sgs8-RA	protein_coding	428	359	3L
FBgn0003380	Sh	Sh-RH	protein_coding	138941	22552	X
FBgn0003382	sha	sha-RA	protein_coding	12150	6115	2R
FBgn0003383	Shab	Shab-RB	protein_coding	58232	6615	3L
FBgn0003386	Shaw	Shaw-RB	protein_coding	10961	5000	2L
FBgn0003388	shd	shd-RB	protein_coding	7748	3016	3L
FBgn0003390	shf	shf-RA	protein_coding	8197	1796	X
FBgn0003391	shg	shg-RA	protein_coding	7544	6400	2R
FBgn0003392	shi	shi-RM	protein_coding	14601	5989	X
FBgn0003396	shn	shn-RA	protein_coding	58309	10997	2R
FBgn0003401	shu	shu-RA	protein_coding	1826	1694	2R
FBgn0003410	sina	sina-RB	protein_coding	4962	3257	3L
FBgn0003411	sisA	sisA-RA	protein_coding	779	779	X
FBgn0003415	skd	skd-RE	protein_coding	34621	12307	3L
FBgn0003416	sl	sl-RA	protein_coding	6168	5678	X
FBgn0003423	slgA	slgA-RH	protein_coding	11158	4305	X
FBgn0003425	sli	sli-RE	protein_coding	49448	6598	2R
FBgn0003429	slo	slo-RB	protein_coding	49105	10153	3R
FBgn0003430	slp1	slp1-RA	protein_coding	1425	1425	2L
FBgn0003435	sm	sm-RH	protein_coding	113645	16635	2R
FBgn0003444	smo	smo-RA	protein_coding	4586	4008	2L
FBgn0003447	sn	sn-RB	protein_coding	22578	3507	X
FBgn0003448	sna	sna-RA	protein_coding	1668	1668	2L
FBgn0003449	snf	snf-RA	protein_coding	1260	835	X
FBgn0003450	snk	snk-RB	protein_coding	2606	1435	3R
FBgn0003459	stwl	stwl-RA	protein_coding	7010	4334	3L
FBgn0003460	so	so-RA	protein_coding	15523	2786	2R
FBgn0003462	Sod	Sod-RA	protein_coding	1460	777	3L
FBgn0003463	sog	sog-RA	protein_coding	30152	6442	X
FBgn0003464	sol	sol-RE	protein_coding	7633	5724	X
FBgn0003470	alpha-Spec		protein_coding	16209	7586	3L
FBgn0003471	beta-Spec		protein_coding	11817	7488	X
FBgn0003475	spir	spir-RC	protein_coding	37168	6505	2L
FBgn0003479	spn-A	spn-A-RB	protein_coding	1342	1342	3R
FBgn0003480	spn-B	spn-B-RA	protein_coding	1558	1384	3R
FBgn0003482	spn-D	spn-D-RA	protein_coding	1407	1026	3R
FBgn0003483	spn-E	spn-E-RA	protein_coding	6997	4678	3R
FBgn0003486	spo	spo-RA	protein_coding	2489	2489	3L
FBgn0003495	spz	spz-RA	protein_coding	5081	2364	3R
FBgn0003499	sr	sr-RB	protein_coding	44781	8113	3R
FBgn0003501	Src64B	Src64B-RH	protein_coding	31681	3128	3L
FBgn0003502	Btk29A	Btk29A-RD	protein_coding	42707	9022	2L
FBgn0003507	srp	srp-RB	protein_coding	17930	5668	3R
FBgn0003510	Sry-alpha	Sry-alpha-RA	protein_coding	3353	3353	3R
FBgn0003511	Sry-beta	Sry-beta-RA	protein_coding	3353	3300	3R
FBgn0003512	Sry-delta	Sry-delta-RA	protein_coding	1546	1546	3R
FBgn0003513	ss	ss-RA	protein_coding	29257	5191	3R
FBgn0003514	sqh	sqh-RA	protein_coding	2080	1578	X
FBgn0003515	st	st-RA	protein_coding	2810	2146	3L
FBgn0003517	sta	sta-RB	protein_coding	1617	1338	X
FBgn0003520	stau	stau-RB	protein_coding	7884	5369	2R
FBgn0003525	stg	stg-RA	protein_coding	3975	3064	3R
FBgn0003527	stil	stil-RA	protein_coding	1517	1171	2R
FBgn0003545	sub	sub-RA	protein_coding	2579	2460	2R
FBgn0003557	Su(dx)	Su(dx)-RB	protein_coding	6659	4798	2L
FBgn0003559	su(f)	su(f)-RE	protein_coding	4661	3014	X
FBgn0003567	su(Hw)	su(Hw)-RA	protein_coding	4135	3682	3R
FBgn0003575	su(s)	su(s)-RA	protein_coding	7871	5047	X
FBgn0003598	Su(var)3-7	Su(var)3-7-RB	protein_coding	5675	5051	3R
FBgn0003600	Su(var)3-9	Su(var)3-9-RB	protein_coding	5541	4165	3R
FBgn0003607	Su(var)205	Su(var)205-RA	protein_coding	1497	1109	2L
FBgn0003612	Su(var)2-10	Su(var)2-10-RF	protein_coding	5879	5039	2R
FBgn0003638	su(w[a])	su(w[a])-RC	protein_coding	33262	5658	X
FBgn0003651	svp	svp-RA	protein_coding	44049	5595	3R
FBgn0003654	sw	sw-RI	protein_coding	8422	3304	X
FBgn0003655	swa	swa-RA	protein_coding	2291	2022	X
FBgn0003656	sws	sws-RC	protein_coding	11417	5963	X
FBgn0003659	Sxl	Sxl-RI	protein_coding	22389	8066	X
FBgn0003660	Syb	Syb-RB	protein_coding	2983	1237	2R
FBgn0003676	T-cp1	T-cp1-RA	protein_coding	2335	1980	3R
FBgn0003683	term	term-RA	protein_coding	1469	1469	3L
FBgn0003687	Tbp	Tbp-RA	protein_coding	1451	1387	2R
FBgn0003691	th		protein_coding	12251	2371	3L
FBgn0003701	thr	thr-RB	protein_coding	4691	4578	2R
FBgn0003710	tipE	tipE-RB	protein_coding	5290	4084	3L
FBgn0003714	tko	tko-RB	protein_coding	1664	1596	X
FBgn0003715	CG16778	CG16778-RA,Tkr	protein_coding	13409	4900	2R
FBgn0003716	tkv	tkv-RD	protein_coding	52385	4433	2L
FBgn0003717	Tl	Tl-RA	protein_coding	43361	5517	3R
FBgn0003719	tld	tld-RA	protein_coding	3780	3359	3R
FBgn0003720	tll	tll-RA	protein_coding	2086	1965	3R
FBgn0003721	Tm1	Tm1-RJ	protein_coding	27409	9463	3R
FBgn0003731	Egfr	Egfr-RA	protein_coding	37558	6947	2R
FBgn0003732	Top2	Top2-RA	protein_coding	6126	5242	2L
FBgn0003733	tor	tor-RB	protein_coding	4002	3131	2R
FBgn0003741	tra	tra-RA	protein_coding	992	862	3L
FBgn0003742	tra2	tra2-RC	protein_coding	2334	1844	2R
FBgn0003744	trc	trc-RA	protein_coding	3441	2816	3L
FBgn0003747	Gr5a	Tre,Tre-RA	protein_coding	1872	1490	X
FBgn0003748	Treh	Treh-RD	protein_coding	14928	4369	2R
FBgn0003749	trh	trh-RB	protein_coding	10793	4588	3L
FBgn0003751	trk	trk-RA	protein_coding	882	882	2L
FBgn0003861	trp	trp-RA	protein_coding	5769	4149	3R
FBgn0003862	trx	trx-RB	protein_coding	23546	14052	3R
FBgn0003863	alphaTry	alphaTry-RA	protein_coding	860	860	2R
FBgn0003865	tsg	tsg-RA	protein_coding	887	887	X
FBgn0003866	tsh	tsh-RB	protein_coding	8419	4732	2L
FBgn0003867	tsl	tsl-RB	protein_coding	4423	2059	3R
FBgn0003870	ttk	ttk-RF	protein_coding	21526	7557	3R
FBgn0003882	tub	tub-RB	protein_coding	2072	2006	3R
FBgn0003884	alphaTub84B	alphaTub84B-RA	protein_coding	2241	1752	3R
FBgn0003885	alphaTub84D	alphaTub84D-RB	protein_coding	1980	1980	3R
FBgn0003886	alphaTub85E	alphaTub85E-RA	protein_coding	2030	1560	3R
FBgn0003887	betaTub56D	betaTub56D-RB	protein_coding	4282	1869	2R
FBgn0003888	betaTub60D	betaTub60D-RA	protein_coding	7219	2518	2R
FBgn0003889	betaTub85D	betaTub85D-RA	protein_coding	1900	1841	3R
FBgn0003890	betaTub97EF	betaTub97EF-RA	protein_coding	21377	1869	3R
FBgn0003891	tud	tud-RA	protein_coding	9592	8830	2R
FBgn0003892	ptc	ptc-RA	protein_coding	15575	5521	2R
FBgn0003896	tup	tup-RB	protein_coding	21755	3314	2L
FBgn0003900	twi	twi-RB	protein_coding	62952	2388	2R
FBgn0003916	snRNA:U1:21D	snRNA:U1:21D-RA	snRNA	164	164	2L
FBgn0003920	snRNA:U2:14B	snRNA:U2:14B-RA	snRNA	192	192	X
FBgn0003922	snRNA:U2:38ABa	snRNA:U2:38ABa-RA	snRNA	192	192	2L
FBgn0003923	snRNA:U2:38ABb	snRNA:U2:38ABb-RA	snRNA	191	191	2L
FBgn0003926	snRNA:U3:22A	snRNA:U3:22A-RA	snRNA	211	211	2L
FBgn0003930	snRNA:U4:39B	snRNA:U4:39B-RA	snRNA	143	143	2L
FBgn0003931	snRNA:U4:38AB	snRNA:U4:38AB-RA	snRNA	142	142	2L
FBgn0003933	snRNA:U5:14B	snRNA:U5:14B-RA	snRNA	110	110	X
FBgn0003934	snRNA:U5:23D	snRNA:U5:23D-RA	snRNA	131	131	2L
FBgn0003935	snRNA:U5:34A	snRNA:U5:34A-RA	snRNA	127	127	2L
FBgn0003936	snRNA:U5:35D	snRNA:U5:35D-RA	snRNA	126	126	2L
FBgn0003938	snRNA:U5:63BC	snRNA:U5:63BC-RA	snRNA	123	123	3L
FBgn0003941	RpL40	RpL40-RA	protein_coding	863	659	2L
FBgn0003942	RpS27A	RpS27A-RA	protein_coding	2105	592	2L
FBgn0003943	Ubi-p63E	Ubi-p63E-RB	protein_coding	3926	3138	3L
FBgn0003944	Ubx	Ubx-RD	protein_coding	77804	4282	3R
FBgn0003950	unc	unc-RA	protein_coding	5501	4775	X
FBgn0003961	Uro	Uro-RA	protein_coding	1331	1262	2L
FBgn0003963	ush	ush-RA	protein_coding	64341	6706	2L
FBgn0003964	usp	usp-RA	protein_coding	3514	3038	X
FBgn0003965	v	v-RA	protein_coding	1660	1305	X
FBgn0003969	vap	vap-RC	protein_coding	5862	4457	X
FBgn0003970	vas	vas-RA	protein_coding	12656	2285	2L
FBgn0003975	vg	vg-RA	protein_coding	14754	3463	2R
FBgn0003977	vir	vir-RA	protein_coding	6164	5867	2R
FBgn0003978	vls	vls-RA	protein_coding	1419	1310	2L
FBgn0003979	Vm26Aa	Vm26Aa-RA	protein_coding	745	745	2L
FBgn0003980	Vm26Ab	Vm26Ab-RA	protein_coding	636	636	2L
FBgn0003983	Vm34Ca	Vm34Ca-RA	protein_coding	491	491	2L
FBgn0003984	vn	vn-RC	protein_coding	32327	5239	3L
FBgn0003986	vnd	vnd-RA	protein_coding	15124	3415	X
FBgn0003996	w	w-RA	protein_coding	5868	2352	X
FBgn0003997	hid	W,W-RA	protein_coding	17897	4018	3L
FBgn0004002	wb		protein_coding	64744	10841	2L
FBgn0004003	wbl	wbl-RA	protein_coding	1523	1319	2R
FBgn0004009	wg	wg-RB	protein_coding	9107	2919	2L
FBgn0004028	wupA	wupA-RF	protein_coding	11355	1978	X
FBgn0004034	y	y-RA	protein_coding	4737	2038	X
FBgn0004045	Yp1	Yp1-RA	protein_coding	1688	1611	X
FBgn0004047	Yp3	Yp3-RA	protein_coding	2002	1868	X
FBgn0004049	yrt	yrt-RB	protein_coding	6118	4464	3R
FBgn0004050	z	z-RA	protein_coding	2782	2599	X
FBgn0004052	Z600	Z600-RA	protein_coding	453	453	3L
